id,question,slug,groupItemTitle,startDate,endDate,description,outcomes,outcomePrices,volumeNum,volumeClob,enableOrderBook,active,clobTokenIds,event_id,event_ticker,event_slug,event_title,event_description,event_volume,event_country,event_electionType,event_commentCount,market_start_date,market_end_date,correct_outcome,yes_token_id,closing_price,price_2days_prior,pre_election_vwap_48h,price_volatility,price_range,final_week_momentum,price_fluctuations,last_trade_price,prediction_correct,prediction_error,prediction_confidence,market_duration_days,trading_frequency,buy_sell_ratio,trading_continuity,late_stage_participation,volume_acceleration,unique_traders_count,trader_to_trade_ratio,two_way_traders_ratio,trader_concentration,new_trader_influx,comment_per_vol,comment_per_trader,actual_outcome,brier_score,log_loss
253996.0,Will Nikki Haley win the 2024 Republican VP nomination?,will-nikki-haley-win-the-2024-republican-vp-nomination,Nikki Haley,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Nikki Haley wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",4569010.35,4569010.35,True,True,"[""72462478820433151532313520112462108397343969492178458376246416428831348238834"", ""40924273697737872686600059529279073019619313414599573381893465429676145764223""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,7.249999999999999e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,30.02608696,1.916385135,0.704347826,0.0,,496.0,13.9233871,0.276209677,1.739936287,0.0,0.000128255,1.181451613,0,1e-06,0.0010005
255084.0,Will a candidate from another party win Florida Presidential Election?,will-a-candidate-from-another-party-win-florida-presidential-election,Other,2024-03-19T21:26:21.726Z,2024-11-05T00:00:00Z,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Florida in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",4469545.407,4469545.407,True,True,"[""52992166502451164365193740990950282432449117079746426144349831800207221048654"", ""91775399510919891581288480282723273367689114955028479212215398007601236679888""]",903646.0,florida-presidential-election-winner,florida-presidential-election-winner,Florida Presidential Election Winner,This is a market on predicting the winner of the presidential election in Florida.,13097068.1, United States, Presidential,112.0,2024-03-19 21:26:21.726000+00:00,2024-11-05 00:00:00+00:00,No,5.2999999999999995e+76,0.001,0.001,0.00100286,0.660844838,0.003,0.0,0.0,0.001,1.0,0.001,0.998,230.0,45.21304348,1.112759041,0.517391304,0.049812482,1.636695836,2949.0,3.526280095,0.735503561,1.307144918,0.067141404,2.51E-05,0.037978976,0,1e-06,0.0010005
253994.0,Will Kristi Noem win the 2024 Republican VP nomination?,will-kristi-noem-win-the-2024-republican-vp-nomination,Kristi Noem,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Kristi Noem wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",4356530.86,4356530.855,True,True,"[""65092927370852609662885428385644509696459664248264148366229964110037087971304"", ""43529010529565039630937879806781635251622372286348439414181707787960235726988""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,6.51e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,29.96521739,1.856195607,0.734782609,0.0,,486.0,14.18106996,0.405349794,1.758850842,0.0,0.000134511,1.205761317,0,1e-06,0.0010005
255206.0,Will a Republican win Wisconsin Presidential Election?,will-a-republican-win-wisconsin-presidential-election,Donald Trump,2024-03-08T00:06:00Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Wisconsin in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",4183199.189,4183199.189,True,True,"[""8506489790932625039746959405160059426243994232527626857062384302531008283468"", ""37895399735091212468277241955774995998030599087730955643490691793429355663153""]",903683.0,wisconsin-presidential-election-winner,wisconsin-presidential-election-winner,Who will win Wisconsin?,This is a market on the winner of the Wisconsin presidential election.,13281411.26, United States, Presidential,334.0,2024-03-08 00:06:00+00:00,2024-11-05 12:00:00+00:00,Yes,8.51e+75,0.419999995,0.429999987,0.426866112,0.112346727,0.35,-0.13,29.0,0.46,0.0,0.580000005,0.160000009,242.0,30.59504132,2.079866889,0.714876033,0.439222042,15.18453346,3000.0,2.468,0.109,1.322933549,0.322333333,7.98E-05,0.111333333,1,0.336400006,0.86750058
253999.0,Will Robert F. Kennedy Jr. win the 2024 Republican VP nomination?,will-robert-f-kennedy-jr-win-the-2024-republican-vp-nomination,Robert F. Kennedy Jr.,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Robert F. Kennedy Jr. wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",4035172.28,4035172.278,True,True,"[""83245108922680562164687831840713243709674057132168197903564503391895040798659"", ""52915501028860127739640603612782610342559797171288577280358435383010939844593""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,8.32e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,27.12608696,2.053842389,0.556521739,0.0,,449.0,13.89532294,0.175946548,1.764385318,0.0,0.000145223,1.305122494,0,1e-06,0.0010005
255083.0,Will a Republican win Florida in the 2024 US Presidential Election?,will-a-republican-win-florida-in-the-2024-us-presidential-election,Donald Trump,2024-03-19T21:26:17.68Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Florida in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",4017509.788,4017509.788,True,True,"[""98021166935117039411751630581502824091054448039251810280365647472625878604011"", ""24428179421778642925238549045985174108302551459497422477934158540719687045975""]",903646.0,florida-presidential-election-winner,florida-presidential-election-winner,Florida Presidential Election Winner,This is a market on predicting the winner of the presidential election in Florida.,13097068.1, United States, Presidential,112.0,2024-03-19 21:26:17.680000+00:00,2024-11-05 12:00:00+00:00,Yes,9.799999999999999e+76,0.93,0.94,0.938315229,0.009375285,0.05,0.010000043,0.0,0.95,1.0,0.07,0.86,230.0,35.83913043,1.844375431,0.713043478,0.365279631,12.00204503,2933.0,2.810433004,0.127173542,1.308989446,0.401977497,2.79E-05,0.038186158,1,0.0049,0.072570693
255207.0,Will a candidate from another party win Wisconsin Presidential Election?,will-a-candidate-from-another-party-win-wisconsin-presidential-election,Other,2024-03-08T00:06:00Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Wisconsin in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",4005229.567,4005229.567,True,True,"[""15445683044807245440643964562749794547997278062786769129998648705745735794884"", ""19471816093184171720567002785947355544067857034573966306794855872869378777905""]",903683.0,wisconsin-presidential-election-winner,wisconsin-presidential-election-winner,Who will win Wisconsin?,This is a market on the winner of the Wisconsin presidential election.,13281411.26, United States, Presidential,334.0,2024-03-08 00:06:00+00:00,2024-11-05 12:00:00+00:00,No,1.54e+76,0.001,0.001,0.001,2.17e-16,0.0,0.0,0.0,0.001,1.0,0.001,0.998,242.0,37.66528926,1.111419968,0.520661157,0.026220516,0.906480683,2930.0,3.110921502,0.776109215,1.27964893,0.031740614,8.34E-05,0.113993174,0,1e-06,0.0010005
254196.0,Will a Trump family member win the 2024 Republican VP nomination?,will-a-trump-family-member-win-the-2024-republican-vp-nomination,Trump Family member,2024-01-30T05:59:00Z,2024-09-08T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if one of Trump's family members wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

For the purposes of this market Trump's relevant family members for VP are:

Melania Trump
Donald Trump Jr.
Ivanka Trump
Eric Trump

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3805135.7,3805135.699,True,True,"[""93213286383600063676438737797047439483548956628672349516600248091740027518309"", ""6574980009641514929339704403291723892073145639615362516026435011927426669546""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-30 05:59:00+00:00,2024-09-08 12:00:00+00:00,No,9.32e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,222.0,26.23873874,2.046548117,0.518018018,0.0,,318.0,18.31761006,0.342767296,1.806351931,0.0,0.000154002,1.842767296,0,1e-06,0.0010005
253998.0,Will Byron Donalds win the 2024 Republican VP nomination?,will-byron-donalds-win-the-2024-republican-vp-nomination,Byron Donalds,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Byron Donalds wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3760323.9,3760323.899,True,True,"[""32534626729519832266413442444639573111201431585971744234878466079147385906808"", ""22579474534546917777033089137402301241793298009850596177268004658949805189963""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,3.2499999999999996e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,30.23478261,1.854679803,0.526086957,0.0,,328.0,21.20121951,0.225609756,1.797814208,0.0,0.000155838,1.786585366,0,1e-06,0.0010005
500515.0,Will a Republican win New York Presidential Election?,will-a-republican-win-new-york-presidential-election,Donald Trump,2024-03-28T20:52:46.813Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in New York in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",3741373.574,3741373.574,True,True,"[""14074899245279883968821293264759723333204074453646392727272579405506036984241"", ""68303508318422415197110180721803122878521366793211275338322543690618184693765""]",10170.0,new-york-presidential-election-winner-2024,new-york-presidential-election-winner-2024,New York Presidential Election Winner,This is a market on predicting the winner of the presidential election in New York.,11185567.1, United States, Presidential,109.0,2024-03-28 20:52:46.813000+00:00,2024-11-05 12:00:00+00:00,No,1.4099999999999999e+76,0.015,0.012,0.024270812,0.390061996,0.047234167,-0.026999999,0.0,0.013000001,1.0,0.015,0.97,221.0,16.04977376,2.201263538,0.624434389,0.467437271,14.75766241,1298.0,2.732665639,0.145608629,1.468564984,0.508474576,2.91E-05,0.083975347,0,0.000225,0.015113638
254191.0,Will Marco Rubio win the 2024 Republican VP nomination?,will-marco-rubio-win-the-2024-republican-vp-nomination,Marco Rubio,2024-01-30T05:59:00Z,2024-09-08T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Marco Rubio wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3619916.78,3619916.781,True,True,"[""37449889257332764319518926160466135664606714303480243011099698861724549242157"", ""28502433907657336642688254880905371015491679043144768770810835397225143456529""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-30 05:59:00+00:00,2024-09-08 12:00:00+00:00,No,3.74e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,222.0,33.55405405,1.848565966,0.572072072,0.0,,634.0,11.74921136,0.222397476,1.712310377,0.0,0.000161882,0.924290221,0,1e-06,0.0010005
254000.0,Will Ron DeSantis win the 2024 Republican VP nomination?,will-ron-desantis-win-the-2024-republican-vp-nomination,Ron DeSantis,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Ron DeSantis wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3540382.36,3540382.358,True,True,"[""81630681799959049855586243879816870539412751430552353565334203016530175208631"", ""12158449195805084598450817173346741716559159602380428995620219538523470024622""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,8.159999999999999e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,26.93913043,1.953288847,0.604347826,0.0,,351.0,17.65242165,0.327635328,1.804228535,0.0,0.000165519,1.66951567,0,1e-06,0.0010005
255174.0,Will a Republican win Texas in the 2024 US Presidential Election?,will-a-republican-win-texas-in-the-2024-us-presidential-election,Donald Trump,2024-03-19T15:52:34.358Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Texas in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""1"", ""0""]",3486918.151,3486918.151,True,True,"[""22954390469393761478435587094271162660864811978634802609696033004592606875337"", ""16817565019464583717511071731800480367663993730008741692944155572569973582421""]",903674.0,texas-presidential-election-winner,texas-presidential-election-winner,Texas Presidential Election Winner,This is a market on predicting the winner of the presidential election in Texas.,13409738.55, United States, Presidential,140.0,2024-03-19 15:52:34.358000+00:00,2024-11-05 12:00:00+00:00,Yes,2.3e+76,0.94,0.929999798,0.927071612,0.041756452,0.87,0.010000001,6.0,0.95,1.0,0.06,0.88,230.0,34.28695652,1.881256851,0.7,0.447628709,14.70780044,3126.0,2.522712732,0.122520793,1.27555161,0.498080614,4.02E-05,0.044785669,1,0.0036,0.061875404
253993.0,Will Elise Stefanik win the 2024 Republican VP nomination?,will-elise-stefanik-win-the-2024-republican-vp-nomination,Elise Stefanik,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Elise Stefanik wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3416288.29,3416288.286,True,True,"[""2975288315924173918209311730624909848097839286331534835768142720275538797319"", ""91963625371395608424279326263536461482586587519687082943560297959373823581251""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,2.98e+75,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,30.69130435,2.010234542,0.695652174,0.0,,447.0,15.79194631,0.239373602,1.756906077,0.0,0.000171531,1.310961969,0,1e-06,0.0010005
255063.0,Will a candidate from another party win Nevada Presidential Election?,will-a-candidate-from-another-party-win-nevada-presidential-election,Other,2024-03-07T23:25:00Z,2024-11-02T00:00:00Z,"This market will resolve to ""Yes"" if a candidate from neither the Democratic nor Republican parties wins the popular vote in Nevada in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.
","[""Yes"", ""No""]","[""0"", ""1""]",3406977.145,3406977.145,True,True,"[""4464638417856535961233224139685677900290486667884936501411682687292086848543"", ""40565230562511201070012117805143345472750836186647970796495426699071433712704""]",903637.0,nevada-presidential-election-winner,nevada-presidential-election-winner,Who will win Nevada?,This is a market on predicting the winner of the presidential election in Nevada.,14747559.13, United States, Presidential,422.0,2024-03-07 23:25:00+00:00,2024-11-02 00:00:00+00:00,No,4.46e+75,0.001,0.002,0.001417761,0.450904445,0.002,0.0,0.0,0.001,1.0,0.001,0.998,239.0,45.74476987,1.128284991,0.610878661,0.182109211,6.217728764,3212.0,3.403798257,0.710772105,1.311442422,0.175280199,0.000123863,0.131382316,0,1e-06,0.0010005
504034.0,Will another woman be the 2024 Democratic VP nominee?,will-another-woman-be-the-2024-democratic-vp-nominee,Other Woman,2024-07-24T20:02:14.173Z,2024-08-22T12:00:00Z,"This market will resolve to “Yes” if a woman other than Gretchen Whitmer, Michelle Obama, Hillary Clinton, Kamala Harris, Elizabeth Warren, Tammy Duckworth, Alexandria Ocasio-Cortez, Tammy Baldwin, or Amy Klobuchar is the 2024 nominee of the Democratic Party for U.S. vice president. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official Democrat sources, including https://democrats.org/.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3398043.08,3398043.081,True,True,"[""8943260195837076591376433793379602501139567070982561043120721555161005251385"", ""23366313559355241786347970383107242513101488783381108452280085783722106271826""]",11385.0,democratic-vp-nominee,democratic-vp-nominee,Democratic VP nominee?,This is a market on the selection of the Democratic vice presidential nominee for the upcoming election.,128499432.1, United States, Vice Presidential,2921.0,2024-07-24 20:02:14.173000+00:00,2024-08-22 12:00:00+00:00,No,8.94e+75,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,28.0,239.1785714,1.326963169,0.5,0.0,,486.0,13.77983539,0.528806584,1.804987308,0.0,0.000859612,6.010288066,0,1e-06,0.0010005
253997.0,Will Kari Lake win the 2024 Republican VP nomination?,will-kari-lake-win-the-2024-republican-vp-nomination,Kari Lake,2024-01-18T21:14:00Z,2024-09-05T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Kari Lake wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3346195.06,3346195.064,True,True,"[""84813824283388009207011072350300774910181756031718725663374460117064598675122"", ""101554176105451595165051687891020790181386321952055844483790054925461471101603""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-05 12:00:00+00:00,No,8.48e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,230.0,14.63478261,1.021621622,0.547826087,0.0,,709.0,4.747531735,0.555712271,1.54040404,0.0,0.000175124,0.82651622,0,1e-06,0.0010005
255110.0,Will a Republican win Iowa Presidential Election?,will-a-republican-win-iowa-in-the-2024-us-presidential-election,Donald Trump,2024-03-28T20:28:17.758Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Republican candidate wins the popular vote in Iowa in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""1"", ""0""]",3302882.68,3302882.68,True,True,"[""51333916780794331940122386074682365133249796682848404065652214647384231275041"", ""42800497514834535295319862450083087870390769783910004033589530448478990803871""]",903655.0,iowa-presidential-election-winner,iowa-presidential-election-winner,Iowa Presidential Election Winner,This is a market on predicting the winner of the Iowa Presidential Election.,6956020.537, United States, Presidential,380.0,2024-03-28 20:28:17.758000+00:00,2024-11-05 12:00:00+00:00,Yes,5.13e+76,0.82,0.8,0.830657795,0.038050611,0.28,-0.089999992,0.0,0.859999536,1.0,0.18,0.64,221.0,22.29864253,1.929845422,0.520361991,0.811079545,25.60693994,1715.0,2.873469388,0.135276968,1.294845779,0.84548105,0.000115051,0.221574344,1,0.0324,0.198450939
254123.0,Will Katie Britt win the 2024 Republican VP nomination?,will-katie-britt-win-the-2024-republican-vp-nomination,Katie Britt,2024-01-18T21:14:00Z,2024-09-04T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Katie Britt wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3244929.84,3244929.84,True,True,"[""60414202571356617103295328704806799146817206959011572169532031941879728806091"", ""112776299220482816783167893663260869853780022798054287155635352187650590026711""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-04 12:00:00+00:00,No,6.04e+76,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,229.0,27.37554585,1.8049217,0.576419214,0.0,,594.0,10.55387205,0.570707071,1.785771255,0.0,0.000180589,0.986531987,0,1e-06,0.0010005
254111.0,Will Sarah Huckabee Sanders win the 2024 Republican VP nomination?,will-sarah-huckabee-sanders-win-the-2024-republican-vp-nomination,Sarah Huckabee Sanders,2024-01-18T21:14:00Z,2024-09-04T12:00:00Z,"Note: See other market group here https://polymarket.com/event/republican-vp-supplemental for more VP options.

This market will resolve to “Yes” if Sarah Huckabee Sanders wins the 2024 Republican nomination for Vice President of the United States. Otherwise, this market will resolve to “No”.

The resolution source for this market will be a consensus of official GOP sources, including https://www.gop.com.

Any replacement of the nominee before election day will not change the resolution of the market.","[""Yes"", ""No""]","[""0"", ""1""]",3213095.78,3213095.776,True,True,"[""7093351589801635680815478735003592361147728756846920260128626543539162342874"", ""104743282138834600074451396496714134170683556070883034329681033453680705697501""]",903287.0,republican-vp-nominee,republican-vp-nominee,Republican VP nominee?,"qqq
",92565642.12, United States, Vice Presidential,586.0,2024-01-18 21:14:00+00:00,2024-09-04 12:00:00+00:00,No,7.09e+75,0.001,0.001,,,,,,0.001,1.0,0.001,0.998,229.0,27.0349345,2.081632653,0.541484716,0.0,,319.0,19.40752351,0.21630094,1.840090454,0.0,0.000182379,1.836990596,0,1e-06,0.0010005
255109.0,Will a Democrat win Iowa Presidential Election?,will-a-democrat-win-iowa-in-the-2024-us-presidential-election,Kamala Harris,2024-03-28T20:28:12.636Z,2024-11-05T12:00:00Z,"This market will resolve to ""Yes"" if a Democratic candidate wins the popular vote in Iowa in the 2024 US presidential election. Otherwise, this market will resolve to ""No"".

A candidate shall be considered to represent a party in the event that he or she is the nominee, or has a ballot-listed or otherwise identifiable party preference, of the party in question.

The resolution source for this market is the Associated Press, Fox News, and NBC. This market will resolve once all three sources call the race for the same candidate. If all three sources haven’t called the race in this state for the same candidate, this market will resolve based on the official certification.","[""Yes"", ""No""]","[""0"", ""1""]",3066285.319,3066285.319,True,True,"[""90136725712515143196414609721582845740574932050949368617965803462978935329084"", ""14541076616568928849686647393177813432566250736697700166317020637819720171457""]",903655.0,iowa-presidential-election-winner,iowa-presidential-election-winner,Iowa Presidential Election Winner,This is a market on predicting the winner of the Iowa Presidential Election.,6956020.537, United States, Presidential,380.0,2024-03-28 20:28:12.636000+00:00,2024-11-05 12:00:00+00:00,No,9.01e+76,0.189999994,0.19,0.179448768,0.161492475,0.261389916,0.1,0.0,0.16,1.0,0.189999994,0.620000011,221.0,15.86877828,2.56402439,0.352941176,0.925577417,29.2218013,1436.0,2.442200557,0.069637883,1.282292558,0.919916435,0.000123928,0.264623955,0,0.036099998,0.210721024
